               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 143,            0.026652,           0.0083018,           0.0056828,             0.94299,             0.86791,             0.90228,             0.66777,            0.022329,           0.0048714,           0.0046413,            0.002971,            0.002971,            0.002971
                 144,            0.026217,           0.0081684,            0.005483,             0.94271,               0.868,              0.9024,             0.66886,            0.022324,           0.0048696,           0.0046448,           0.0029215,           0.0029215,           0.0029215
                 145,            0.026231,           0.0082564,            0.005515,             0.94309,             0.86822,             0.90245,             0.66905,            0.022319,            0.004867,           0.0046418,            0.002872,            0.002872,            0.002872
                 146,            0.026257,           0.0082109,            0.005944,             0.94224,             0.86805,             0.90241,             0.66899,            0.022313,           0.0048651,           0.0046383,           0.0028225,           0.0028225,           0.0028225
                 147,            0.026286,           0.0081879,           0.0056546,             0.94179,             0.86817,             0.90246,             0.66939,            0.022307,           0.0048634,           0.0046321,            0.002773,            0.002773,            0.002773
                 148,            0.026004,           0.0082006,           0.0055013,             0.94141,             0.86826,               0.905,             0.67065,            0.022303,           0.0048605,           0.0046319,           0.0027235,           0.0027235,           0.0027235
                 149,            0.025734,           0.0081751,           0.0052095,             0.94011,             0.86884,             0.90477,             0.67013,            0.022294,           0.0048591,           0.0046334,            0.002674,            0.002674,            0.002674
                 150,            0.025981,           0.0081894,           0.0053185,             0.94072,             0.86831,              0.9049,             0.67133,             0.02229,           0.0048572,           0.0046344,           0.0026245,           0.0026245,           0.0026245
                 151,            0.026019,           0.0081443,           0.0053921,             0.94051,             0.86834,             0.90509,             0.67128,            0.022283,           0.0048557,           0.0046345,            0.002575,            0.002575,            0.002575
                 152,            0.025897,           0.0082898,            0.005227,             0.94093,             0.86825,             0.90499,             0.67108,            0.022277,           0.0048544,            0.004631,           0.0025255,           0.0025255,           0.0025255
                 153,            0.025962,           0.0082319,           0.0052586,             0.94087,             0.86811,             0.90495,             0.67114,             0.02227,           0.0048529,           0.0046342,            0.002476,            0.002476,            0.002476
